collection_date,collection_time,from_station_id,from_station_name,to_station_id,to_station_name,departure_date,arrival_date,departure_time,arrival_time,departure_timestamp,arrival_timestamp,duration_minutes,duration_str,transfers,departure_delay,arrival_delay,travel_delay,departure_platform,arrival_platform,capacity1st,capacity2nd,products,section_1_category,section_1_number,section_1_operator,section_1_from_id,section_1_from_name,section_1_departure_time,section_1_departure_timestamp,section_1_departure_delay,section_1_departure_platform,section_1_to_id,section_1_to_name,section_1_arrival_time,section_1_arrival_timestamp,section_1_arrival_delay,section_1_arrival_platform,section_1_delay_change,section_2_category,section_2_number,section_2_operator,section_2_from_id,section_2_from_name,section_2_departure_time,section_2_departure_timestamp,section_2_departure_delay,section_2_departure_platform,section_2_to_id,section_2_to_name,section_2_arrival_time,section_2_arrival_timestamp,section_2_arrival_delay,section_2_arrival_platform,section_2_delay_change,section_3_category,section_3_number,section_3_operator,section_3_from_id,section_3_from_name,section_3_departure_time,section_3_departure_timestamp,section_3_departure_delay,section_3_departure_platform,section_3_to_id,section_3_to_name,section_3_arrival_time,section_3_arrival_timestamp,section_3_arrival_delay,section_3_arrival_platform,section_3_delay_change
2025-04-06,17:57:39,8503000,Zürich HB,8505000,Luzern,2025-02-06,2025-02-06,19:35:00,20:25:00,19:35:00,20:25:00,50,00d00:50:00,0,0,0,0,6,3,,,IR,IR,75,SBB,8503000,Zürich HB,19:35:00,19:35:00,0,6,8505000,Luzern,20:25:00,20:25:00,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:57:39,8503000,Zürich HB,8505000,Luzern,2025-02-06,2025-02-06,20:10:00,20:51:00,20:10:00,20:51:00,41,00d00:41:00,0,0,0,0,6,3,,,IR,IR,70,SBB,8503000,Zürich HB,20:10:00,20:10:00,0,6,8505000,Luzern,20:51:00,20:51:00,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:57:39,8503000,Zürich HB,8505000,Luzern,2025-02-06,2025-02-06,20:35:00,21:25:00,20:35:00,21:25:00,50,00d00:50:00,0,0,0,0,12,3,,,IR,IR,75,SBB,8503000,Zürich HB,20:35:00,20:35:00,0,12,8505000,Luzern,21:25:00,21:25:00,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:57:39,8503000,Zürich HB,8505000,Luzern,2025-02-06,2025-02-06,21:10:00,21:51:00,21:10:00,21:51:00,41,00d00:41:00,0,0,0,0,6,3,,,IR,IR,70,SBB,8503000,Zürich HB,21:10:00,21:10:00,0,6,8505000,Luzern,21:51:00,21:51:00,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:57:39,8503000,Zürich HB,8505000,Luzern,2025-02-06,2025-02-06,21:35:00,22:25:00,21:35:00,22:25:00,50,00d00:50:00,0,0,0,0,7,5,,,IR,IR,75,SBB,8503000,Zürich HB,21:35:00,21:35:00,0,7,8505000,Luzern,22:25:00,22:25:00,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:57:39,8503000,Zürich HB,8505000,Luzern,2025-02-06,2025-02-06,22:10:00,22:51:00,22:10:00,22:51:00,41,00d00:41:00,0,0,0,0,6,3,,,IR,IR,70,SBB,8503000,Zürich HB,22:10:00,22:10:00,0,6,8505000,Luzern,22:51:00,22:51:00,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:57:39,8503000,Zürich HB,8505000,Luzern,2025-02-06,2025-02-06,22:35:00,23:25:00,22:35:00,23:25:00,50,00d00:50:00,0,0,0,0,7,6,,,IR,IR,75,SBB,8503000,Zürich HB,22:35:00,22:35:00,0,7,8505000,Luzern,23:25:00,23:25:00,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:57:40,8503000,Zürich HB,8505000,Luzern,2025-02-06,2025-02-06,20:10:00,20:51:00,20:10:00,20:51:00,41,00d00:41:00,0,0,0,0,6,3,,,IR,IR,70,SBB,8503000,Zürich HB,20:10:00,20:10:00,0,6,8505000,Luzern,20:51:00,20:51:00,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:57:40,8503000,Zürich HB,8505000,Luzern,2025-02-06,2025-02-06,20:35:00,21:25:00,20:35:00,21:25:00,50,00d00:50:00,0,0,0,0,12,3,,,IR,IR,75,SBB,8503000,Zürich HB,20:35:00,20:35:00,0,12,8505000,Luzern,21:25:00,21:25:00,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:57:40,8503000,Zürich HB,8505000,Luzern,2025-02-06,2025-02-06,21:10:00,21:51:00,21:10:00,21:51:00,41,00d00:41:00,0,0,0,0,6,3,,,IR,IR,70,SBB,8503000,Zürich HB,21:10:00,21:10:00,0,6,8505000,Luzern,21:51:00,21:51:00,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:57:40,8503000,Zürich HB,8505000,Luzern,2025-02-06,2025-02-06,21:35:00,22:25:00,21:35:00,22:25:00,50,00d00:50:00,0,0,0,0,7,5,,,IR,IR,75,SBB,8503000,Zürich HB,21:35:00,21:35:00,0,7,8505000,Luzern,22:25:00,22:25:00,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:57:40,8503000,Zürich HB,8505000,Luzern,2025-02-06,2025-02-06,22:10:00,22:51:00,22:10:00,22:51:00,41,00d00:41:00,0,0,0,0,6,3,,,IR,IR,70,SBB,8503000,Zürich HB,22:10:00,22:10:00,0,6,8505000,Luzern,22:51:00,22:51:00,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:57:40,8503000,Zürich HB,8505000,Luzern,2025-02-06,2025-02-06,22:35:00,23:25:00,22:35:00,23:25:00,50,00d00:50:00,0,0,0,0,7,6,,,IR,IR,75,SBB,8503000,Zürich HB,22:35:00,22:35:00,0,7,8505000,Luzern,23:25:00,23:25:00,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:57:40,8503000,Zürich HB,8505000,Luzern,2025-02-06,2025-02-06,23:10:00,23:51:00,23:10:00,23:51:00,41,00d00:41:00,0,0,0,0,7,10,,,IR,IR,70,SBB,8503000,Zürich HB,23:10:00,23:10:00,0,7,8505000,Luzern,23:51:00,23:51:00,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:57:40,8503000,Zürich HB,8505000,Luzern,2025-02-06,2025-02-07,23:35:00,00:25:00,23:35:00,00:25:00,50,00d00:50:00,0,0,0,0,11,5,,,IR,IR,75,SBB,8503000,Zürich HB,23:35:00,23:35:00,0,11,8505000,Luzern,00:25:00,00:25:00,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:57:40,8503000,Zürich HB,8508450,"Luzern, Bahnhof",2025-02-07,2025-02-07,00:08:00,01:10:00,00:08:00,01:10:00,62,00d01:02:00,2,0,0,0,4,Z,,,"IR, EV",IR,70,SBB,8503000,Zürich HB,00:08:00,00:08:00,0,4,8502200,Ebikon,00:56:00,00:56:00,0,3,0,,,,8502200,Ebikon,00:56:00,00:56:00,0.0,,8577161,"Ebikon, Bahnhof",00:59:00,00:59:00,0.0,,0.0,EV,EV1,SBB-EV,8577161,"Ebikon, Bahnhof",00:59:00,00:59:00,0.0,,8508450,"Luzern, Bahnhof",01:10:00,01:10:00,0.0,Z,0.0
2025-04-06,17:57:40,8503000,Zürich HB,8505000,Luzern,2025-02-07,2025-02-07,00:39:00,05:38:00,00:39:00,05:38:00,299,00d04:59:00,1,0,0,0,41/42,9,,,"S, S",S,5,SBB,8503000,Zürich HB,00:39:00,00:39:00,0,41/42,8502204,Zug,01:24:00,01:24:00,0,7CD,0,S,1,SBB,8502204,Zug,05:06:00,05:06:00,0.0,4,8505000,Luzern,05:38:00,05:38:00,0.0,9,0.0,,,,,,,,,,,,,,,,
