collection_date,collection_time,from_station_id,from_station_name,to_station_id,to_station_name,departure_date,arrival_date,departure_time,arrival_time,departure_timestamp,arrival_timestamp,duration_minutes,duration_str,transfers,departure_delay,arrival_delay,travel_delay,departure_platform,arrival_platform,capacity1st,capacity2nd,products,section_1_category,section_1_number,section_1_operator,section_1_from_id,section_1_from_name,section_1_departure_time,section_1_departure_timestamp,section_1_departure_delay,section_1_departure_platform,section_1_to_id,section_1_to_name,section_1_arrival_time,section_1_arrival_timestamp,section_1_arrival_delay,section_1_arrival_platform,section_1_delay_change,section_2_category,section_2_number,section_2_operator,section_2_from_id,section_2_from_name,section_2_departure_time,section_2_departure_timestamp,section_2_departure_delay,section_2_departure_platform,section_2_to_id,section_2_to_name,section_2_arrival_time,section_2_arrival_timestamp,section_2_arrival_delay,section_2_arrival_platform,section_2_delay_change,section_3_category,section_3_number,section_3_operator,section_3_from_id,section_3_from_name,section_3_departure_time,section_3_departure_timestamp,section_3_departure_delay,section_3_departure_platform,section_3_to_id,section_3_to_name,section_3_arrival_time,section_3_arrival_timestamp,section_3_arrival_delay,section_3_arrival_platform,section_3_delay_change,section_4_category,section_4_number,section_4_operator,section_4_from_id,section_4_from_name,section_4_departure_time,section_4_departure_timestamp,section_4_departure_delay,section_4_departure_platform,section_4_to_id,section_4_to_name,section_4_arrival_time,section_4_arrival_timestamp,section_4_arrival_delay,section_4_arrival_platform,section_4_delay_change,section_5_category,section_5_number,section_5_operator,section_5_from_id,section_5_from_name,section_5_departure_time,section_5_departure_timestamp,section_5_departure_delay,section_5_departure_platform,section_5_to_id,section_5_to_name,section_5_arrival_time,section_5_arrival_timestamp,section_5_arrival_delay,section_5_arrival_platform,section_5_delay_change,section_6_category,section_6_number,section_6_operator,section_6_from_id,section_6_from_name,section_6_departure_time,section_6_departure_timestamp,section_6_departure_delay,section_6_departure_platform,section_6_to_id,section_6_to_name,section_6_arrival_time,section_6_arrival_timestamp,section_6_arrival_delay,section_6_arrival_platform,section_6_delay_change,section_7_category,section_7_number,section_7_operator,section_7_from_id,section_7_from_name,section_7_departure_time,section_7_departure_timestamp,section_7_departure_delay,section_7_departure_platform,section_7_to_id,section_7_to_name,section_7_arrival_time,section_7_arrival_timestamp,section_7_arrival_delay,section_7_arrival_platform,section_7_delay_change,section_8_category,section_8_number,section_8_operator,section_8_from_id,section_8_from_name,section_8_departure_time,section_8_departure_timestamp,section_8_departure_delay,section_8_departure_platform,section_8_to_id,section_8_to_name,section_8_arrival_time,section_8_arrival_timestamp,section_8_arrival_delay,section_8_arrival_platform,section_8_delay_change
2025-04-06,17:59:43,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,16:04:00,18:58:00,16:04:00,18:58:00,174,00d02:54:00,1,0,0,0,32,2,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,16:04:00,16:04:00,0,32,8501118,Renens VD,18:18:00,18:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,18:23:00,18:23:00,0.0,2,8501008,Genève,18:58:00,18:58:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:43,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,16:32:00,19:30:00,16:32:00,19:30:00,178,00d02:58:00,0,0,0,0,32,2,,,IC,IC,1,SBB,8503000,Zürich HB,16:32:00,16:32:00,0,32,8501008,Genève,19:30:00,19:30:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:46,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,14:04:00,16:55:00,14:04:00,16:55:00,171,00d02:51:00,1,0,0,0,32,2,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,14:04:00,14:04:00,0,32,8501118,Renens VD,16:18:00,16:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,16:23:00,16:23:00,0.0,2,8501008,Genève,16:55:00,16:55:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:46,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,14:32:00,17:30:00,14:32:00,17:30:00,178,00d02:58:00,0,0,0,0,13,2,,,IC,IC,000902,SBB,8503000,Zürich HB,14:32:00,14:32:00,0,13,8501008,Genève,17:30:00,17:30:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:46,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,15:04:00,17:58:00,15:04:00,17:58:00,174,00d02:54:00,1,0,0,0,32,2,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,15:04:00,15:04:00,0,32,8501118,Renens VD,17:18:00,17:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,17:23:00,17:23:00,0.0,2,8501008,Genève,17:58:00,17:58:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:46,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,15:32:00,18:30:00,15:32:00,18:30:00,178,00d02:58:00,0,0,0,0,32,2,,,IC,IC,1,SBB,8503000,Zürich HB,15:32:00,15:32:00,0,32,8501008,Genève,18:30:00,18:30:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:46,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,16:04:00,18:58:00,16:04:00,18:58:00,174,00d02:54:00,1,0,0,0,32,2,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,16:04:00,16:04:00,0,32,8501118,Renens VD,18:18:00,18:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,18:23:00,18:23:00,0.0,2,8501008,Genève,18:58:00,18:58:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:46,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,16:32:00,19:30:00,16:32:00,19:30:00,178,00d02:58:00,0,0,0,0,32,2,,,IC,IC,1,SBB,8503000,Zürich HB,16:32:00,16:32:00,0,32,8501008,Genève,19:30:00,19:30:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:46,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,17:04:00,19:58:00,17:04:00,19:58:00,174,00d02:54:00,1,0,0,0,32,2,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,17:04:00,17:04:00,0,32,8501118,Renens VD,19:18:00,19:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,19:23:00,19:23:00,0.0,2,8501008,Genève,19:58:00,19:58:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:46,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,17:32:00,20:30:00,17:32:00,20:30:00,178,00d02:58:00,0,0,0,0,12,2,,,IC,IC,000906,SBB,8503000,Zürich HB,17:32:00,17:32:00,0,12,8501008,Genève,20:30:00,20:30:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:46,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,18:04:00,20:55:00,18:04:00,20:55:00,171,00d02:51:00,1,0,0,0,32,2,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,18:04:00,18:04:00,0,32,8501118,Renens VD,20:18:00,20:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,20:23:00,20:23:00,0.0,2,8501008,Genève,20:55:00,20:55:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:46,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,18:32:00,21:30:00,18:32:00,21:30:00,178,00d02:58:00,0,0,0,0,32,2,,,IC,IC,1,SBB,8503000,Zürich HB,18:32:00,18:32:00,0,32,8501008,Genève,21:30:00,21:30:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:48,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,16:04:00,18:58:00,16:04:00,18:58:00,174,00d02:54:00,1,0,0,0,32,2,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,16:04:00,16:04:00,0,32,8501118,Renens VD,18:18:00,18:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,18:23:00,18:23:00,0.0,2,8501008,Genève,18:58:00,18:58:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:48,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,16:32:00,19:30:00,16:32:00,19:30:00,178,00d02:58:00,0,0,0,0,32,2,,,IC,IC,1,SBB,8503000,Zürich HB,16:32:00,16:32:00,0,32,8501008,Genève,19:30:00,19:30:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:48,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,17:04:00,19:58:00,17:04:00,19:58:00,174,00d02:54:00,1,0,0,0,32,2,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,17:04:00,17:04:00,0,32,8501118,Renens VD,19:18:00,19:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,19:23:00,19:23:00,0.0,2,8501008,Genève,19:58:00,19:58:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:48,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,17:32:00,20:30:00,17:32:00,20:30:00,178,00d02:58:00,0,0,0,0,12,2,,,IC,IC,000906,SBB,8503000,Zürich HB,17:32:00,17:32:00,0,12,8501008,Genève,20:30:00,20:30:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:48,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,18:04:00,20:55:00,18:04:00,20:55:00,171,00d02:51:00,1,0,0,0,32,2,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,18:04:00,18:04:00,0,32,8501118,Renens VD,20:18:00,20:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,20:23:00,20:23:00,0.0,2,8501008,Genève,20:55:00,20:55:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:48,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,18:32:00,21:30:00,18:32:00,21:30:00,178,00d02:58:00,0,0,0,0,32,2,,,IC,IC,1,SBB,8503000,Zürich HB,18:32:00,18:32:00,0,32,8501008,Genève,21:30:00,21:30:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:48,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,19:04:00,21:58:00,19:04:00,21:58:00,174,00d02:54:00,1,0,0,0,32,2,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,19:04:00,19:04:00,0,32,8501118,Renens VD,21:18:00,21:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,21:23:00,21:23:00,0.0,2,8501008,Genève,21:58:00,21:58:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:48,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,19:32:00,22:38:00,19:32:00,22:38:00,186,00d03:06:00,1,0,0,0,12,2,,,"IC, IR",IC,000908,SBB,8503000,Zürich HB,19:32:00,19:32:00,0,12,8501120,Lausanne,21:43:00,21:43:00,0,4,0,IR,95,SBB,8501120,Lausanne,21:51:00,21:51:00,0.0,8,8501008,Genève,22:38:00,22:38:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:48,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,20:04:00,22:55:00,20:04:00,22:55:00,171,00d02:51:00,1,0,0,0,32,2,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,20:04:00,20:04:00,0,32,8501118,Renens VD,22:18:00,22:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,22:23:00,22:23:00,0.0,2,8501008,Genève,22:55:00,22:55:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:48,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,20:32:00,23:30:00,20:32:00,23:30:00,178,00d02:58:00,0,0,0,0,32,2,,,IC,IC,1,SBB,8503000,Zürich HB,20:32:00,20:32:00,0,32,8501008,Genève,23:30:00,23:30:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:51,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,18:04:00,20:55:00,18:04:00,20:55:00,171,00d02:51:00,1,0,0,0,32,2,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,18:04:00,18:04:00,0,32,8501118,Renens VD,20:18:00,20:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,20:23:00,20:23:00,0.0,2,8501008,Genève,20:55:00,20:55:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:51,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,18:32:00,21:30:00,18:32:00,21:30:00,178,00d02:58:00,0,0,0,0,32,2,,,IC,IC,1,SBB,8503000,Zürich HB,18:32:00,18:32:00,0,32,8501008,Genève,21:30:00,21:30:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:51,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,19:04:00,21:58:00,19:04:00,21:58:00,174,00d02:54:00,1,0,0,0,32,2,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,19:04:00,19:04:00,0,32,8501118,Renens VD,21:18:00,21:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,21:23:00,21:23:00,0.0,2,8501008,Genève,21:58:00,21:58:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:51,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,19:32:00,22:38:00,19:32:00,22:38:00,186,00d03:06:00,1,0,0,0,12,2,,,"IC, IR",IC,000908,SBB,8503000,Zürich HB,19:32:00,19:32:00,0,12,8501120,Lausanne,21:43:00,21:43:00,0,4,0,IR,95,SBB,8501120,Lausanne,21:51:00,21:51:00,0.0,8,8501008,Genève,22:38:00,22:38:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:51,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,20:04:00,22:55:00,20:04:00,22:55:00,171,00d02:51:00,1,0,0,0,32,2,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,20:04:00,20:04:00,0,32,8501118,Renens VD,22:18:00,22:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,22:23:00,22:23:00,0.0,2,8501008,Genève,22:55:00,22:55:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:51,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,20:32:00,23:30:00,20:32:00,23:30:00,178,00d02:58:00,0,0,0,0,32,2,,,IC,IC,1,SBB,8503000,Zürich HB,20:32:00,20:32:00,0,32,8501008,Genève,23:30:00,23:30:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:51,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-09,21:04:00,00:26:00,21:04:00,00:26:00,202,00d03:22:00,5,0,0,0,32,3,,,"IC, IR, EV, IR",IC,5,SBB,8503000,Zürich HB,21:04:00,21:04:00,0,32,8501118,Renens VD,23:18:00,23:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,23:23:00,23:23:00,0.0,2,8501037,Morges,23:29:00,23:29:00,0.0,4,0.0,,,,8501037,Morges,23:29:00,23:29:00,0.0,,8570084,"Morges, gare",23:32:00,23:32:00,0.0,,0.0,EV,EV,SBB-EV,8570084,"Morges, gare",23:35:00,23:35:00,0.0,,8570034,"Rolle, gare nord",23:55:00,23:55:00,0.0,,0.0,,,,8570034,"Rolle, gare nord",23:55:00,23:55:00,0.0,,8501033,Rolle,23:56:00,23:56:00,0.0,,0.0,IR,90,SBB,8501033,Rolle,00:00:00,00:00:00,0.0,2,8501008,Genève,00:26:00,00:26:00,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:51,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-09,21:30:00,00:57:00,21:30:00,00:57:00,207,00d03:27:00,5,0,0,0,15,3,,,"IC, IR, EV, IR",IC,5,SBB,8503000,Zürich HB,21:30:00,21:30:00,0,15,8501118,Renens VD,23:48:00,23:48:00,0,4,0,IR,95,SBB,8501118,Renens VD,23:57:00,23:57:00,0.0,2,8501037,Morges,00:03:00,00:03:00,0.0,3,0.0,,,,8501037,Morges,00:03:00,00:03:00,0.0,,8570084,"Morges, gare",00:06:00,00:06:00,0.0,,0.0,EV,EV,SBB-EV,8570084,"Morges, gare",00:10:00,00:10:00,0.0,,8570034,"Rolle, gare nord",00:30:00,00:30:00,0.0,,0.0,,,,8570034,"Rolle, gare nord",00:30:00,00:30:00,0.0,,8501033,Rolle,00:31:00,00:31:00,0.0,,0.0,IR,95,SBB,8501033,Rolle,00:35:00,00:35:00,0.0,1,8501008,Genève,00:57:00,00:57:00,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:51,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-09,22:04:00,01:47:00,22:04:00,01:47:00,223,00d03:43:00,5,0,0,0,16,3,,,"IC, RE, EV, RE",IC,5,SBB,8503000,Zürich HB,22:04:00,22:04:00,0,16,8501118,Renens VD,00:18:00,00:18:00,0,4,0,RE,33,SBB,8501118,Renens VD,00:35:00,00:35:00,0.0,2,8501037,Morges,00:43:00,00:43:00,0.0,2,0.0,,,,8501037,Morges,00:43:00,00:43:00,0.0,,8570084,"Morges, gare",00:46:00,00:46:00,0.0,,0.0,EV,EV,SBB-EV,8570084,"Morges, gare",00:50:00,00:50:00,0.0,,8570034,"Rolle, gare nord",01:15:00,01:15:00,0.0,,0.0,,,,8570034,"Rolle, gare nord",01:15:00,01:15:00,0.0,,8501033,Rolle,01:16:00,01:16:00,0.0,,0.0,RE,33,SBB,8501033,Rolle,01:20:00,01:20:00,0.0,2,8501008,Genève,01:47:00,01:47:00,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:51,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-09,23:04:00,03:09:00,23:04:00,03:09:00,245,00d04:05:00,5,0,0,0,15,2,,,"IC, RE, EV, RE",IC,5,SBB,8503000,Zürich HB,23:04:00,23:04:00,0,15,8501120,Lausanne,01:29:00,01:29:00,0,1,0,RE,33,SBB,8501120,Lausanne,01:50:00,01:50:00,0.0,5,8501037,Morges,02:03:00,02:03:00,0.0,2,0.0,,,,8501037,Morges,02:03:00,02:03:00,0.0,,8570084,"Morges, gare",02:06:00,02:06:00,0.0,,0.0,EV,EV,SBB-EV,8570084,"Morges, gare",02:10:00,02:10:00,0.0,,8570034,"Rolle, gare nord",02:35:00,02:35:00,0.0,,0.0,,,,8570034,"Rolle, gare nord",02:35:00,02:35:00,0.0,,8501033,Rolle,02:36:00,02:36:00,0.0,,0.0,RE,33,SBB,8501033,Rolle,02:45:00,02:45:00,0.0,1,8501008,Genève,03:09:00,03:09:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:54,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,20:04:00,22:55:00,20:04:00,22:55:00,171,00d02:51:00,1,0,0,0,32,2,,,"IC, IR",IC,5,SBB,8503000,Zürich HB,20:04:00,20:04:00,0,32,8501118,Renens VD,22:18:00,22:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,22:23:00,22:23:00,0.0,2,8501008,Genève,22:55:00,22:55:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:54,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-08,20:32:00,23:30:00,20:32:00,23:30:00,178,00d02:58:00,0,0,0,0,32,2,,,IC,IC,1,SBB,8503000,Zürich HB,20:32:00,20:32:00,0,32,8501008,Genève,23:30:00,23:30:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:54,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-09,21:04:00,00:26:00,21:04:00,00:26:00,202,00d03:22:00,5,0,0,0,32,3,,,"IC, IR, EV, IR",IC,5,SBB,8503000,Zürich HB,21:04:00,21:04:00,0,32,8501118,Renens VD,23:18:00,23:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,23:23:00,23:23:00,0.0,2,8501037,Morges,23:29:00,23:29:00,0.0,4,0.0,,,,8501037,Morges,23:29:00,23:29:00,0.0,,8570084,"Morges, gare",23:32:00,23:32:00,0.0,,0.0,EV,EV,SBB-EV,8570084,"Morges, gare",23:35:00,23:35:00,0.0,,8570034,"Rolle, gare nord",23:55:00,23:55:00,0.0,,0.0,,,,8570034,"Rolle, gare nord",23:55:00,23:55:00,0.0,,8501033,Rolle,23:56:00,23:56:00,0.0,,0.0,IR,90,SBB,8501033,Rolle,00:00:00,00:00:00,0.0,2,8501008,Genève,00:26:00,00:26:00,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:54,8503000,Zürich HB,8501008,Genève,2025-02-08,2025-02-09,21:30:00,00:57:00,21:30:00,00:57:00,207,00d03:27:00,5,0,0,0,15,3,,,"IC, IR, EV, IR",IC,5,SBB,8503000,Zürich HB,21:30:00,21:30:00,0,15,8501118,Renens VD,23:48:00,23:48:00,0,4,0,IR,95,SBB,8501118,Renens VD,23:57:00,23:57:00,0.0,2,8501037,Morges,00:03:00,00:03:00,0.0,3,0.0,,,,8501037,Morges,00:03:00,00:03:00,0.0,,8570084,"Morges, gare",00:06:00,00:06:00,0.0,,0.0,EV,EV,SBB-EV,8570084,"Morges, gare",00:10:00,00:10:00,0.0,,8570034,"Rolle, gare nord",00:30:00,00:30:00,0.0,,0.0,,,,8570034,"Rolle, gare nord",00:30:00,00:30:00,0.0,,8501033,Rolle,00:31:00,00:31:00,0.0,,0.0,IR,95,SBB,8501033,Rolle,00:35:00,00:35:00,0.0,1,8501008,Genève,00:57:00,00:57:00,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
