collection_date,collection_time,station_id,station_name,train_category,train_number,train_operator,train_to,departure_date,departure_time,arrival_date,arrival_time,departure_timestamp,arrival_timestamp,delay,platform,prognosis_departure,prognosis_arrival,prognosis_platform,capacity1st,capacity2nd,board_type,request_time,request_date
2025-04-06,17:46:22,8503000,Zürich HB,IR,35,SOB-sob,Bern,2025-02-01,17:06:00,,,17:06:00,,,,,,,,,arrival,17:00,2025-02-01
2025-04-06,17:46:22,8503000,Zürich HB,S,10,SZU,Uetliberg,2025-02-01,17:07:00,,,17:07:00,,,22,,,,,,arrival,17:00,2025-02-01
2025-04-06,17:46:22,8503000,Zürich HB,IR,36,SBB,Zürich Oerlikon,2025-02-01,17:07:00,,,17:07:00,,,,,,,,,arrival,17:00,2025-02-01
2025-04-06,17:46:22,8503000,Zürich HB,S,15,SBB,Niederweningen,2025-02-01,17:08:00,,,17:08:00,,,,,,,,,arrival,17:00,2025-02-01
2025-04-06,17:46:22,8503000,Zürich HB,S,24,SBB,Zug,2025-02-01,17:09:00,,,17:09:00,,,,,,,,,arrival,17:00,2025-02-01
2025-04-06,17:46:22,8503000,Zürich HB,S,14,SBB,Affoltern am Albis,2025-02-01,17:10:00,,,17:10:00,,,,,,,,,arrival,17:00,2025-02-01
2025-04-06,17:46:22,8503000,Zürich HB,S,7,SBB,Winterthur,2025-02-01,17:10:00,,,17:10:00,,,,,,,,,arrival,17:00,2025-02-01
2025-04-06,17:46:22,8503000,Zürich HB,S,11,SBB,Aarau,2025-02-01,18:00:00,,,18:00:00,,,43/44,,,,,,arrival,18:00,2025-02-01
2025-04-06,17:46:22,8503000,Zürich HB,S,9,SBB,Uster,2025-02-01,18:02:00,,,18:02:00,,,,,,,,,arrival,18:00,2025-02-01
2025-04-06,17:46:22,8503000,Zürich HB,S,8,SBB,Winterthur,2025-02-01,18:05:00,,,18:05:00,,,,,,,,,arrival,18:00,2025-02-01
2025-04-06,17:46:22,8503000,Zürich HB,S,5,SBB,Pfäffikon SZ,2025-02-01,18:05:00,,,18:05:00,,,,,,,,,arrival,18:00,2025-02-01
2025-04-06,17:46:22,8503000,Zürich HB,IR,35,SOB-sob,Bern,2025-02-01,18:06:00,,,18:06:00,,,,,,,,,arrival,18:00,2025-02-01
2025-04-06,17:46:22,8503000,Zürich HB,S,10,SZU,Uetliberg,2025-02-01,18:07:00,,,18:07:00,,,22,,,,,,arrival,18:00,2025-02-01
2025-04-06,17:46:22,8503000,Zürich HB,IR,36,SBB,Zürich Oerlikon,2025-02-01,18:07:00,,,18:07:00,,,,,,,,,arrival,18:00,2025-02-01
2025-04-06,17:46:22,8503000,Zürich HB,S,15,SBB,Niederweningen,2025-02-01,18:08:00,,,18:08:00,,,,,,,,,arrival,18:00,2025-02-01
2025-04-06,17:46:22,8503000,Zürich HB,S,24,SBB,Zug,2025-02-01,18:09:00,,,18:09:00,,,,,,,,,arrival,18:00,2025-02-01
2025-04-06,17:46:22,8503000,Zürich HB,S,14,SBB,Affoltern am Albis,2025-02-01,18:10:00,,,18:10:00,,,,,,,,,arrival,18:00,2025-02-01
2025-04-06,17:46:22,8503000,Zürich HB,S,7,SBB,Winterthur,2025-02-01,18:10:00,,,18:10:00,,,,,,,,,arrival,18:00,2025-02-01
2025-04-06,17:46:22,8503000,Zürich HB,IC,3,SBB,Basel SBB,2025-02-01,19:00:00,,,19:00:00,,,16,,,,,,arrival,19:00,2025-02-01
2025-04-06,17:46:22,8503000,Zürich HB,S,9,SBB,Uster,2025-02-01,19:02:00,,,19:02:00,,,,,,,,,arrival,19:00,2025-02-01
2025-04-06,17:46:22,8503000,Zürich HB,S,8,SBB,Winterthur,2025-02-01,19:05:00,,,19:05:00,,,,,,,,,arrival,19:00,2025-02-01
2025-04-06,17:46:22,8503000,Zürich HB,S,5,SBB,Pfäffikon SZ,2025-02-01,19:05:00,,,19:05:00,,,,,,,,,arrival,19:00,2025-02-01
2025-04-06,17:46:22,8503000,Zürich HB,IR,35,SOB-sob,Bern,2025-02-01,19:06:00,,,19:06:00,,,,,,,,,arrival,19:00,2025-02-01
2025-04-06,17:46:22,8503000,Zürich HB,S,10,SZU,Uetliberg,2025-02-01,19:07:00,,,19:07:00,,,22,,,,,,arrival,19:00,2025-02-01
2025-04-06,17:46:22,8503000,Zürich HB,IR,36,SBB,Zürich Oerlikon,2025-02-01,19:07:00,,,19:07:00,,,,,,,,,arrival,19:00,2025-02-01
2025-04-06,17:46:22,8503000,Zürich HB,S,15,SBB,Niederweningen,2025-02-01,19:08:00,,,19:08:00,,,,,,,,,arrival,19:00,2025-02-01
2025-04-06,17:46:22,8503000,Zürich HB,S,24,SBB,Zug,2025-02-01,19:09:00,,,19:09:00,,,,,,,,,arrival,19:00,2025-02-01
2025-04-06,17:46:22,8503000,Zürich HB,S,14,SBB,Affoltern am Albis,2025-02-01,19:10:00,,,19:10:00,,,,,,,,,arrival,19:00,2025-02-01
2025-04-06,17:46:22,8503000,Zürich HB,S,7,SBB,Winterthur,2025-02-01,19:10:00,,,19:10:00,,,,,,,,,arrival,19:00,2025-02-01
2025-04-06,17:46:23,8503000,Zürich HB,S,11,SBB,Aarau,2025-02-01,20:00:00,,,20:00:00,,,43/44,,,,,,arrival,20:00,2025-02-01
