collection_date,collection_time,station_id,station_name,train_category,train_number,train_operator,train_to,departure_date,departure_time,arrival_date,arrival_time,departure_timestamp,arrival_timestamp,delay,platform,prognosis_departure,prognosis_arrival,prognosis_platform,capacity1st,capacity2nd,board_type,request_time,request_date
2025-04-06,15:59:40,8505000,Luzern,S,4,ZB,Stans,2025-01-02,09:01:00,,,09:01:00,,,14,,,,,,arrival,09:00,2025-01-02
2025-04-06,15:59:40,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-02,09:01:00,,,09:01:00,,,4,,,,,,arrival,09:00,2025-01-02
2025-04-06,15:59:41,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-02,09:58:00,,,09:58:00,,,10,,,,,,arrival,10:00,2025-01-02
2025-04-06,15:59:41,8505000,Luzern,S,4,ZB,Stans,2025-01-02,10:01:00,,,10:01:00,,,14,,,,,,arrival,10:00,2025-01-02
2025-04-06,15:59:41,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-02,10:01:00,,,10:01:00,,,4,,,,,,arrival,10:00,2025-01-02
2025-04-06,15:59:41,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-02,10:58:00,,,10:58:00,,,10,,,,,,arrival,11:00,2025-01-02
2025-04-06,15:59:41,8505000,Luzern,S,4,ZB,Stans,2025-01-02,11:01:00,,,11:01:00,,,14,,,,,,arrival,11:00,2025-01-02
2025-04-06,15:59:41,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-02,11:01:00,,,11:01:00,,,4,,,,,,arrival,11:00,2025-01-02
2025-04-06,15:59:41,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-02,11:58:00,,,11:58:00,,,10,,,,,,arrival,12:00,2025-01-02
2025-04-06,15:59:41,8505000,Luzern,S,4,ZB,Stans,2025-01-02,12:01:00,,,12:01:00,,,14,,,,,,arrival,12:00,2025-01-02
2025-04-06,15:59:41,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-02,12:01:00,,,12:01:00,,,4,,,,,,arrival,12:00,2025-01-02
2025-04-06,15:59:41,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-02,12:58:00,,,12:58:00,,,10,,,,,,arrival,13:00,2025-01-02
2025-04-06,15:59:41,8505000,Luzern,S,4,ZB,Stans,2025-01-02,13:01:00,,,13:01:00,,,14,,,,,,arrival,13:00,2025-01-02
2025-04-06,15:59:41,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-02,13:01:00,,,13:01:00,,,4,,,,,,arrival,13:00,2025-01-02
2025-04-06,15:59:42,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-02,13:58:00,,,13:58:00,,,10,,,,,,arrival,14:00,2025-01-02
2025-04-06,15:59:42,8505000,Luzern,S,4,ZB,Stans,2025-01-02,14:01:00,,,14:01:00,,,14,,,,,,arrival,14:00,2025-01-02
2025-04-06,15:59:42,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-02,14:01:00,,,14:01:00,,,4,,,,,,arrival,14:00,2025-01-02
2025-04-06,15:59:42,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-02,14:58:00,,,14:58:00,,,9,,,,,,arrival,15:00,2025-01-02
2025-04-06,15:59:42,8505000,Luzern,S,4,ZB,Stans,2025-01-02,15:01:00,,,15:01:00,,,14,,,,,,arrival,15:00,2025-01-02
2025-04-06,15:59:42,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-02,15:01:00,,,15:01:00,,,4,,,,,,arrival,15:00,2025-01-02
2025-04-06,15:59:42,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-02,15:58:00,,,15:58:00,,,11,,,,,,arrival,16:00,2025-01-02
2025-04-06,15:59:42,8505000,Luzern,S,4,ZB,Stans,2025-01-02,16:01:00,,,16:01:00,,,14,,,,,,arrival,16:00,2025-01-02
2025-04-06,15:59:42,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-02,16:01:00,,,16:01:00,,,4,,,,,,arrival,16:00,2025-01-02
2025-04-06,15:59:42,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-02,16:58:00,,,16:58:00,,,10,,,,,,arrival,17:00,2025-01-02
2025-04-06,15:59:42,8505000,Luzern,S,4,ZB,Stans,2025-01-02,17:01:00,,,17:01:00,,,14,,,,,,arrival,17:00,2025-01-02
2025-04-06,15:59:42,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-02,17:01:00,,,17:01:00,,,4,,,,,,arrival,17:00,2025-01-02
2025-04-06,15:59:43,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-02,17:58:00,,,17:58:00,,,10,,,,,,arrival,18:00,2025-01-02
2025-04-06,15:59:43,8505000,Luzern,S,4,ZB,Stans,2025-01-02,18:01:00,,,18:01:00,,,14,,,,,,arrival,18:00,2025-01-02
2025-04-06,15:59:43,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-02,18:01:00,,,18:01:00,,,4,,,,,,arrival,18:00,2025-01-02
2025-04-06,15:59:43,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-02,18:58:00,,,18:58:00,,,10,,,,,,arrival,19:00,2025-01-02
2025-04-06,15:59:43,8505000,Luzern,S,4,ZB,Stans,2025-01-02,19:01:00,,,19:01:00,,,14,,,,,,arrival,19:00,2025-01-02
2025-04-06,15:59:43,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-02,19:01:00,,,19:01:00,,,4,,,,,,arrival,19:00,2025-01-02
2025-04-06,15:59:43,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-02,19:58:00,,,19:58:00,,,10,,,,,,arrival,20:00,2025-01-02
2025-04-06,15:59:43,8505000,Luzern,S,4,ZB,Stans,2025-01-02,20:01:00,,,20:01:00,,,14,,,,,,arrival,20:00,2025-01-02
2025-04-06,15:59:43,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-02,20:01:00,,,20:01:00,,,6,,,,,,arrival,20:00,2025-01-02
2025-04-06,15:59:44,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-02,20:58:00,,,20:58:00,,,9,,,,,,arrival,21:00,2025-01-02
2025-04-06,15:59:44,8505000,Luzern,S,4,ZB,Stans,2025-01-02,21:01:00,,,21:01:00,,,14,,,,,,arrival,21:00,2025-01-02
2025-04-06,15:59:44,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-02,21:01:00,,,21:01:00,,,5,,,,,,arrival,21:00,2025-01-02
2025-04-06,15:59:44,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-02,21:58:00,,,21:58:00,,,10,,,,,,arrival,22:00,2025-01-02
